PacketCounter,Left_Hip,Right_Hip
1199,-81.59113312,-71.7526474
1200,-81.62321472,-72.14897156
1201,-81.47885132,-72.54182434
1202,-81.23873138,-72.98187256
1203,-80.90137482,-73.28681946
1204,-80.47341919,-73.25865173
1205,-79.97907257,-73.08588409
1206,-79.50322723,-72.99459076
1207,-79.09656525,-72.88349152
1208,-78.73853302,-72.59675598
1209,-78.37393188,-72.08888245
1210,-77.82809448,-71.41635895
1211,-77.06144714,-70.64736938
1212,-76.14798737,-69.81838226
1213,-75.19632721,-69.02393341
1214,-74.34558868,-68.26602173
1215,-73.67648315,-67.5319519
1216,-72.94752502,-66.87252045
1217,-72.14962006,-66.33170319
1218,-71.42171478,-65.85662842
1219,-70.77094269,-65.37354279
1220,-70.15242767,-64.93260193
1221,-69.62158966,-64.6085968
1222,-69.09806824,-64.34970093
1223,-68.67757416,-64.06697083
1224,-68.30436707,-63.80374908
1225,-67.82995605,-63.53041077
1226,-67.35207367,-63.14476395
1227,-67.13141632,-62.57040024
1228,-66.91802979,-61.86348343
1229,-66.56319427,-61.13425064
1230,-65.91594696,-60.47475433
1231,-65.16507721,-59.79150391
1232,-64.47698212,-58.94433594
1233,-63.9054985,-57.98511887
1234,-63.07786179,-56.98054504
1235,-62.26482391,-55.912323
1236,-61.49570465,-54.79325485
1237,-60.77955246,-53.60911179
1238,-60.03936386,-52.39116287
1239,-59.2841835,-51.26459503
1240,-58.60007858,-50.26990128
1241,-58.0513916,-49.37358475
1242,-57.63248062,-48.57511902
1243,-57.26797104,-48.00150681
1244,-56.9837532,-47.72252274
1245,-56.76280212,-47.4318161
1246,-56.48257828,-46.92869949
1247,-56.1654892,-46.43799591
1248,-55.84717178,-45.93330002
1249,-55.41665649,-45.20178986
1250,-54.86814499,-44.31419754
1251,-53.92342377,-43.3637085
1252,-52.56069183,-42.52683258
1253,-50.8139801,-41.5126915
1254,-48.6878624,-40.03584671
1255,-46.33473206,-38.14729309
1256,-43.59180832,-36.19404984
1257,-40.58607101,-34.76086044
1258,-37.63682175,-34.17507935
1259,-34.65900803,-34.13024139
1260,-31.65943718,-37.15904999
1261,-28.59388542,-40.69220352
1262,-25.36702728,-38.02951813
1263,-22.10647774,-31.07223129
1264,-18.35035133,-25.33031082
1265,-14.92323971,-21.53487587
1266,-12.56387329,-18.32517242
1267,-11.50510979,-16.13380432
1268,-11.65435791,-14.91701508
1269,-12.6056509,-14.54262257
