PacketCounter,Left_Hip,Right_Hip
282,-3.2994349,-0.802746832
283,-1.801688433,0.027971333
284,-0.048053589,0.971317291
285,1.957596064,1.82959342
286,3.830253124,2.420526266
287,5.518742561,2.838307858
288,6.967308521,3.571872473
289,8.112205505,4.550419807
290,8.789356232,5.458071709
291,9.346721649,6.003799915
292,9.881866455,6.102636814
293,10.47604465,5.917221546
294,10.8546524,5.67633009
295,11.15285206,5.404039383
296,11.30634975,5.002582073
297,11.17406559,4.383645535
298,10.87483406,3.523480177
299,10.48531818,2.734640121
300,10.07840061,2.323298454
301,9.687438965,2.395611525
302,9.292067528,2.675408602
303,8.822696686,2.873292208
304,8.256701469,2.912305117
305,7.569561481,2.765399694
306,6.83230257,2.435326576
307,6.179692268,2.06483078
308,5.627475739,1.769012094
309,5.016385078,1.287456036
310,4.048425198,0.284059346
311,3.694197416,-1.297408819
312,4.031266212,-3.228069782
313,4.164875031,-5.070099831
314,4.358003139,-6.961522579
315,4.901425362,-9.487843513
316,5.594027996,-11.97401237
317,6.131214142,-14.40449142
318,6.341166019,-16.64322853
319,6.262273788,-17.0834465
320,6.404321671,-16.59051514
321,6.894766331,-15.67105103
322,7.4491992,-14.59874725
323,8.033486366,-13.71329594
324,8.365407944,-13.10037899
325,8.205028534,-12.66565418
326,7.482465267,-12.40288734
327,6.003276825,-11.08217907
328,3.768037796,-9.039780617
329,1.024597168,-8.09405899
330,-1.755755067,-7.619276047
331,-4.543981552,-5.864276886
332,-7.574433327,-3.506265163
333,-10.71976471,-0.878395021
334,-13.67187119,1.661768556
335,-15.28054523,3.733170986
336,-15.87302494,5.31838274
337,-15.92524529,6.456130028
338,-16.15556145,6.829285145
339,-15.8103714,6.410037518
340,-15.56602001,5.016335011
341,-15.2758379,3.018709183
342,-14.99526215,0.931614876
343,-14.48735714,-1.037613034
344,-13.62906933,-2.845947504
345,-12.61862659,-4.274533749
346,-11.5376091,-4.894783497
347,-10.22071171,-4.975988865
348,-8.786382675,-4.79369688
349,-7.581170082,-4.606368542
350,-6.702583313,-4.825589657
351,-5.902207375,-5.008113384
352,-5.260110378,-4.651287556
353,-5.032372475,-3.969550133
354,-5.119138241,-2.889701128
355,-5.59630537,-1.580410957
356,-6.928555965,-0.564701855
357,-9.211830139,0.448329628
358,-11.90345955,1.475241423
359,-14.34368896,2.828654051
360,-16.28462219,4.214435577
361,-18.06748581,5.480564594
362,-19.4118042,6.896805763
363,-20.22619247,8.529741287
364,-20.41793251,10.21822548
365,-20.0795536,11.82223988
366,-20.16165161,13.13784695
367,-20.44117355,14.23106384
368,-20.36013985,15.24208641
369,-20.2639904,16.04520798
370,-20.11912155,16.53061104
371,-19.84179306,16.60151863
372,-19.28056526,16.14533424
373,-17.96889305,15.06764317
374,-16.21416664,13.45282269
375,-14.13400555,11.52771664
376,-12.58568192,8.996814728
377,-11.65284443,6.002334595
378,-10.49717808,2.794497967
379,-8.807631493,-0.273188114
380,-6.807757378,-2.574862719
381,-4.727829456,-4.05121088
382,-2.570007801,-5.093522072
383,-0.387089819,-5.454719543
384,1.510563731,-5.366464138
385,2.995783091,-5.094029903
386,4.20174551,-4.950992584
387,5.27460289,-4.992623329
388,6.24966526,-5.142554283
389,6.838788986,-5.138353348
390,6.743803501,-4.447273254
391,5.713794231,-3.723825932
392,3.719757795,-3.425564528
393,1.209183812,-3.100818157
394,-1.561794996,-2.461923122
395,-3.820749283,-1.822286129
396,-5.31769228,-1.55579412
397,-6.313890457,-1.311726809
398,-6.942687988,-0.630748332
399,-7.267456055,0.261992067
400,-7.313914299,0.909119844
401,-7.451566696,1.145046949
402,-7.908886909,1.087468624
403,-8.418275833,0.876541317
404,-8.126662254,0.086869799
405,-7.497421265,-1.76085031
406,-6.972496986,-3.454877853
407,-6.493799686,-5.243330002
408,-5.501671791,-7.719153881
409,-4.241771221,-9.957473755
410,-2.980201721,-12.2644949
411,-1.66714263,-14.6842804
412,-0.404949516,-16.59419823
413,0.84658736,-17.90003014
414,2.121623039,-19.13401413
415,3.40248847,-20.06320953
416,4.557147026,-20.70373154
417,5.572312355,-20.96679115
418,6.353867054,-20.46276283
419,6.715321064,-20.18676758
420,6.752938747,-19.82866478
421,6.535381794,-19.71958542
422,5.970948696,-19.50396729
423,4.858178616,-18.82117081
424,2.994822264,-17.69943428
425,0.487419635,-16.30768776
426,-2.636379719,-14.24002934
427,-6.519207478,-12.47132492
428,-10.29585934,-10.67640686
429,-13.43211746,-8.097397804
430,-16.27001572,-5.149868965
431,-19.12251472,-2.216376066
432,-21.32730484,0.633607805
433,-22.48688316,3.155621052
434,-23.2456913,5.215839386
435,-24.18467331,6.855180264
436,-23.87193108,8.026557922
437,-21.73189354,8.36641407
438,-19.39824677,7.717092037
439,-18.42080498,6.548013687
440,-17.50599098,5.064603329
441,-16.40468788,3.221528769
442,-15.21106243,1.801501513
443,-14.14105797,0.179101512
444,-12.62115765,-1.716562033
445,-10.76452637,-2.944111586
446,-8.947960854,-3.303324461
447,-7.121606827,-3.128999472
448,-5.334761143,-3.101919174
449,-3.803951025,-3.429786682
450,-2.727873325,-4.011425972
451,-1.886441946,-4.331731796
452,-1.285092592,-3.80036974
453,-1.050073862,-2.70259285
454,-1.448612332,-1.33082664
455,-2.673591137,-0.188349649
456,-4.386447906,0.630797803
457,-6.911421776,1.251303196
458,-10.07331181,2.190444231
