PacketCounter,Left_Hip,Right_Hip
699,-45.65501404,-68.65701294
700,-47.36359024,-70.45585632
701,-49.4276123,-72.22259521
702,-51.62798309,-73.82737732
703,-53.70882034,-75.31918335
704,-55.62582016,-76.76841736
705,-57.42401886,-78.35308838
706,-59.0792923,-80.01084137
707,-60.56959152,-81.67826843
708,-61.90726471,-83.26091003
709,-63.05780792,-84.55677032
710,-64.02905273,-85.55384064
711,-64.99162292,-86.3397522
712,-66.05535126,-86.39864349
713,-67.08786774,-85.58506012
714,-68.01226044,-84.4408493
715,-68.89515686,-83.20179749
716,-69.65211487,-81.96075439
717,-70.17481232,-80.80217743
718,-70.48190308,-79.63682556
719,-70.58917999,-78.44672394
720,-70.5812912,-77.01696777
721,-70.49993896,-75.27864075
722,-70.38523865,-73.44216919
723,-70.21498108,-71.96813965
724,-69.95569611,-70.88101196
725,-69.72119141,-69.94300079
726,-69.56750488,-69.21749115
727,-69.47136688,-68.10211945
728,-69.23305511,-66.90357208
729,-68.8445816,-65.88407898
730,-68.53239441,-65.12875366
731,-68.32530212,-64.63967133
732,-68.05454254,-64.1880722
733,-67.58721924,-63.79762268
734,-67.01131439,-63.58906174
735,-66.4785614,-63.44361877
736,-66.02333832,-63.32809448
737,-65.59946442,-63.13415146
738,-65.11750793,-62.74592209
739,-64.58525848,-62.23991394
740,-63.97560883,-61.68593216
741,-63.30312347,-61.09196472
742,-62.63217163,-60.47760391
743,-62.14390182,-59.86722946
744,-61.88191223,-59.16033173
745,-61.30271912,-58.4092598
746,-60.33519363,-57.56481552
747,-59.30964279,-56.58955383
748,-58.65044022,-55.68041229
749,-58.46706772,-54.76686096
750,-58.47694016,-54.05955505
751,-58.34144974,-53.35840988
752,-57.81396103,-52.49308395
753,-57.06618118,-51.39444733
754,-55.87593842,-50.04166412
755,-54.28198624,-48.49619293
756,-52.46033478,-46.68425369
757,-50.4131813,-44.42903137
758,-48.1491394,-41.90067291
759,-45.92695236,-39.35875702
760,-44.18914032,-36.95801926
761,-42.32421875,-34.7231369
762,-39.89297867,-32.96650314
763,-37.21448135,-31.91602707
764,-34.35554504,-30.64332008
765,-31.26283073,-28.21063423
766,-28.20691872,-25.50822258
767,-25.42123413,-23.19966698
768,-22.57575607,-21.57894897
769,-20.16472244,-21.26457405
770,-18.77112579,-20.92024422
771,-18.04534531,-20.15088272
772,-17.96565247,-19.6315136
773,-18.91809654,-19.12257576
774,-20.2739315,-19.19953918
775,-21.14173317,-18.9052372
776,-21.43828392,-18.46687126
777,-21.73796463,-17.78237343
778,-22.07612038,-17.3052845
779,-22.51942444,-16.65699387
780,-22.61760521,-16.19351387
781,-22.63279152,-16.06847572
782,-22.52933121,-15.80016708
783,-22.29463387,-15.47334766
784,-22.03827858,-14.92631817
785,-21.56534195,-14.54145908
786,-21.02793121,-14.29576969
787,-20.40447617,-14.04130363
788,-19.85855865,-13.77174854
789,-19.31842613,-13.4367075
790,-18.89080811,-13.13422108
