PacketCounter,Left_Hip,Right_Hip
498,-39.80384445,-35.43860054
499,-36.14489365,-32.07562828
500,-32.31151581,-28.21156311
501,-28.58808708,-23.79617691
502,-25.10028458,-19.13997078
503,-22.36517334,-14.61700583
504,-21.46283531,-10.57207394
505,-18.46539116,-6.287253261
506,-14.25782299,-1.965314388
507,-8.768362045,1.868433952
508,-5.048023701,3.50462818
509,-3.786947727,2.39922714
510,-3.937200308,1.24202919
511,-2.888750315,1.124802589
512,-1.427788615,1.876511574
513,-0.658735931,1.941698074
514,-0.784017622,1.96482563
515,-0.374383897,2.5330019
516,0.236111537,2.67523289
517,1.49507165,3.13290024
518,2.654813051,3.69816685
519,3.707487822,4.19844246
520,4.301622391,4.85115528
521,4.773936272,5.44777203
522,4.844395161,5.65957165
523,4.484297752,5.55399418
524,4.499238014,5.37263775
525,4.598300934,5.1691227
526,4.838823795,4.9861536
527,5.035871506,4.43715954
528,4.811480045,4.08356571
529,4.918887615,3.56350613
530,4.504796505,2.88083935
531,3.96711874,2.11867905
532,3.517600298,1.326292038
533,2.604367495,0.490473747
534,1.801888704,-0.299343109
535,1.313090801,-0.966201305
536,0.665321589,-1.538789272
537,0.092912674,-2.089644432
538,-0.539243221,-2.701377869
539,-0.942576051,-3.358065128
540,-1.151976585,-3.999340534
541,-1.281949997,-4.673494101
542,-1.51898694,-5.328383684
543,-1.916128755,-5.958367825
544,-2.497408867,-6.471082211
545,-2.919777155,-6.882899642
546,-3.333144188,-7.320738792
547,-3.89906764,-7.786211148
548,-4.396033287,-8.203459799
549,-5.051715374,-8.5312922
550,-5.744492054,-8.748149037
551,-6.179614544,-8.928881526
552,-6.671509743,-9.185875535
553,-7.22993803,-9.589422584
554,-7.815875053,-10.04037905
555,-8.424738884,-10.47379398
556,-8.985898018,-10.88762021
557,-9.628422737,-11.29732347
558,-10.25931168,-11.77001691
559,-11.10420322,-12.27368498
560,-11.97620583,-12.71025133
561,-12.80376434,-13.08000374
562,-13.76011181,-13.53648233
563,-14.65361404,-13.98105574
564,-15.53144741,-14.4848156
565,-16.42270851,-15.122293
566,-17.26976776,-15.82932711
567,-18.12691689,-16.49173069
568,-18.94134331,-17.1502018
569,-19.92183113,-17.93325138
570,-20.99586868,-18.89496613
571,-21.96758652,-19.96940708
572,-23.1815052,-21.07658482
573,-24.47673416,-22.1899786
574,-25.97920609,-23.29642582
575,-27.60721779,-24.47677231
576,-29.14650726,-25.59140778
577,-30.68613815,-26.81459045
578,-32.1216507,-28.27521133
579,-33.60936356,-29.85584831
580,-35.26128387,-31.50356483
581,-37.12810516,-33.29901695
582,-39.23337173,-35.19191551
583,-41.69465637,-37.39205933
584,-44.4120636,-39.96300697
585,-47.25823593,-42.82361221
586,-50.16970825,-45.79431152
587,-53.20111465,-48.77616882
588,-56.19745636,-51.75801086
589,-59.06484604,-54.67401123
590,-61.79475021,-57.41341782
591,-64.13220215,-59.92449188
592,-65.89886475,-62.2277565
593,-67.1615448,-64.24941635
594,-68.0496521,-66.08805466
595,-68.64464569,-67.28196335
596,-68.81275177,-67.58537674
597,-68.81192017,-67.57175446
598,-69.46133423,-67.36100388
599,-70.09710693,-66.89361954
600,-70.47064209,-65.87319565
601,-70.67470551,-66.31067276
602,-72.16838837,-66.9507637
603,-71.74604797,-66.02861023
604,-70.38121033,-64.28430939
605,-69.12989807,-63.36979675
606,-67.491539,-61.64775085
607,-66.68618011,-59.34579086
608,-65.74279785,-56.93777847
609,-63.79549789,-54.39638138
610,-61.29051208,-51.49264908
611,-57.95821381,-47.30477524
612,-53.86908722,-41.66508865
613,-48.26235199,-36.16290092
614,-41.69807816,-30.94629478
615,-34.59386826,-25.94912148
616,-29.02970505,-22.33673096
617,-25.30474663,-20.03261757
618,-22.86598206,-18.75029945
619,-21.21264458,-17.49119759
620,-19.616745,-16.35217094
621,-18.76015472,-15.46663761
622,-18.51698303,-14.69799089
623,-18.57414246,-13.59613562
624,-18.49702835,-12.50413179
625,-17.86735535,-11.58877516
626,-16.84626961,-10.84042501
627,-15.72722435,-10.25815058
628,-14.70496368,-9.712721944
629,-13.72809982,-9.307922244
630,-12.76128292,-9.169200301
631,-11.83833504,-9.171602488
632,-11.14429188,-9.190932631
633,-10.57330132,-9.15459013
634,-10.11521149,-9.015078068
635,-9.781535149,-8.78921926
636,-9.481731415,-8.469648242
637,-9.262535095,-8.140259773
638,-8.995116234,-7.8736175
639,-8.585837364,-7.676641762
640,-8.134932518,-7.574728042
641,-7.989578247,-7.566393256
642,-8.075884819,-7.66341576
643,-8.084107399,-7.790944532
644,-8.004151344,-7.945567649
645,-7.919892311,-8.194216803
646,-7.934220314,-8.550084531
647,-8.06719017,-8.901265264
648,-8.367188454,-9.130350232
649,-8.794895172,-9.361732483
650,-9.229804993,-9.699522734
651,-9.611297607,-10.07836843
652,-9.886216164,-10.42799854
653,-10.09920597,-10.70129633
654,-10.35709476,-10.9175303
655,-10.7263155,-11.21718383
656,-11.17690849,-11.58974004
657,-11.71999454,-12.06320572
658,-12.31527996,-12.54141808
659,-12.95055962,-13.00790548
660,-13.68813229,-13.35338926
661,-14.47561073,-13.68810272
662,-15.29416847,-13.97760963
663,-15.98031044,-14.25678539
664,-16.6923542,-14.73546982
665,-17.4732666,-15.33314037
666,-18.42796707,-15.96828508
667,-19.86090279,-16.76562309
668,-21.47697258,-17.83342743
669,-22.96487808,-19.22823429
670,-24.44121742,-20.76635361
671,-25.99982643,-22.38138485
672,-27.68846512,-23.99119759
673,-29.47585297,-25.67374039
674,-31.29290771,-27.4225235
675,-33.1795845,-29.27544403
676,-35.11195755,-31.31595612
677,-37.22830963,-33.48008347
678,-39.56106567,-35.74399185
679,-41.91803741,-38.05404472
680,-44.30371475,-40.55197906
681,-46.67075729,-43.26511002
682,-48.93162155,-45.82237625
683,-51.03593063,-48.29623795
684,-53.13382721,-50.79174805
685,-55.35246658,-52.92938995
686,-57.73684692,-54.4977417
687,-60.0555191,-55.55939484
688,-62.02322006,-56.62874222
689,-63.54131317,-57.74294281
690,-64.59762573,-58.65496826
691,-65.03987885,-58.69682693
692,-64.88597107,-58.34265137
693,-63.872612,-59.49095535
694,-62.64447403,-60.11990356
695,-62.42794418,-59.32144928
696,-62.27085495,-58.63569641
697,-62.53945923,-58.06449509
698,-62.12950516,-56.67051315
699,-60.71045303,-55.44853592
700,-58.71806335,-53.92917633
701,-56.67357635,-51.81430435
702,-54.43105698,-48.91695404
703,-51.70271683,-43.96205902
704,-48.10909271,-37.8099823
705,-41.42840958,-32.65503883
706,-35.26489258,-28.67293358
707,-30.2823143,-25.23358154
708,-27.1791172,-21.85146999
709,-24.64500427,-19.81387997
710,-22.70327377,-18.25840855
711,-20.97436333,-17.5456171
712,-19.59032059,-17.46373558
713,-18.98086166,-17.09450436
714,-18.61957741,-16.15388584
715,-17.68448448,-15.21162987
716,-16.02049828,-14.51885796
717,-14.32150269,-14.0648489
718,-13.10152531,-13.56479549
719,-12.20539665,-12.89096308
720,-11.57504654,-12.27736569
721,-11.067029,-11.75942063
722,-10.57083893,-11.2518785
723,-10.19031429,-10.79945946
724,-10.08656406,-10.52303338
725,-10.15361309,-10.26407552
726,-10.29685879,-9.939262152
727,-10.49223042,-9.620117426
728,-10.81302071,-9.304574609
729,-11.07143593,-9.029045463
730,-11.29312897,-8.940384269
731,-11.5362711,-9.122509241
732,-11.7785368,-9.434848428
733,-11.88233757,-9.801953077
734,-11.9539156,-10.25807381
735,-12.13833141,-10.72098756
736,-12.49646091,-11.08502293
737,-12.97915936,-11.39535213
738,-13.48029041,-11.74511695
739,-13.95676804,-12.096982
740,-14.48538494,-12.37295246
741,-15.02682972,-12.69317627
742,-15.56205559,-13.01767111
743,-16.10447884,-13.39819431
744,-16.58362007,-13.87726736
745,-16.99419403,-14.48698425
746,-17.39398766,-15.11817026
747,-17.77200127,-15.6735177
748,-18.21966362,-16.21473885
749,-18.6550293,-16.76827908
750,-19.03605843,-17.23112297
751,-19.4439888,-17.65377235
752,-19.87333679,-18.08129787
753,-20.22389603,-18.58024979
754,-20.69467354,-19.17038822
755,-21.54899025,-19.88696575
756,-22.49884415,-20.78347206
757,-23.61538506,-21.77032089
758,-25.0789547,-22.80227852
759,-26.70270348,-23.81220531
760,-28.41100121,-24.80845451
761,-30.27459526,-25.88822174
762,-32.22434998,-27.09962654
763,-34.22687912,-28.47861099
764,-36.28448105,-30.05578423
765,-38.27054596,-31.75650787
766,-40.20217133,-33.54235077
767,-42.24770355,-35.49847603
768,-44.42501831,-37.6018219
769,-46.60142517,-39.84360504
770,-48.77158356,-42.15927505
771,-50.870121,-44.43901443
772,-52.76222992,-46.55342484
773,-54.398983,-48.49049759
774,-55.94575119,-49.93371964
775,-57.5515976,-51.07006073
776,-59.08218765,-52.19279861
777,-60.50128937,-53.26905823
778,-61.75529099,-54.28060913
779,-62.68833923,-55.33692169
780,-63.18129349,-55.51734161
781,-63.0261116,-56.29565048
782,-62.29082108,-57.2592659
783,-61.23225021,-58.01029968
784,-60.438591,-57.43930435
785,-59.42460632,-56.93585205
786,-58.79420853,-56.10490799
787,-57.9919281,-54.71129608
788,-56.40497208,-53.29913712
789,-54.29635239,-51.31796646
790,-52.22636032,-48.8271904
791,-49.80356598,-44.64723206
792,-46.67055511,-38.50203705
793,-42.3731842,-32.32630539
794,-36.21638489,-27.07486725
795,-29.87855721,-22.80344486
796,-24.48778915,-19.61103725
797,-20.79517937,-17.34774494
798,-17.41896629,-16.08558083
799,-14.99097824,-14.98221922
800,-13.67887115,-13.62892103
801,-13.36742783,-12.39839363
802,-13.46422291,-11.52998757
803,-13.49227428,-10.19654059
804,-13.41368675,-8.519907415
805,-13.24732208,-7.063218296
806,-12.789711,-6.080299497
807,-12.01865959,-5.49490118
808,-11.07782269,-4.93898654
809,-10.18629265,-4.367118359
810,-9.319005966,-4.317996502
811,-8.346382141,-4.359350443
812,-7.230873585,-4.177258015
813,-6.269091606,-4.029463768
814,-5.811586857,-4.116920471
815,-5.879909039,-4.316928387
816,-6.386309624,-4.382821083
817,-7.168138504,-4.186321497
818,-7.888584137,-3.869413376
819,-8.445484161,-3.751568794
820,-8.790231705,-3.860961437
821,-9.088332176,-4.105395317
822,-9.439918518,-4.448010683
823,-9.864408493,-4.82856226
824,-10.25294304,-5.210012674
825,-10.61445522,-5.666505575
826,-10.91606998,-6.22972095
827,-11.15361881,-6.752978683
828,-11.39847755,-7.203539252
829,-11.63448238,-7.64080742
830,-11.88549232,-8.110625237
831,-12.15834522,-8.593003452
832,-12.50895596,-9.095283389
833,-13.02124596,-9.594840765
834,-13.69199181,-10.12931466
835,-14.45571613,-10.73491907
836,-15.30870628,-11.42529583
837,-16.24900055,-12.18706656
838,-17.22456932,-12.93888426
839,-18.20077896,-13.66617727
840,-19.13925552,-14.48504925
