PacketCounter,Left_Hip,Right_Hip
488,8.287802696,9.31278992
489,8.639592171,9.35139847
490,9.21275425,9.08112335
491,9.71252346,8.70573616
492,9.313434601,8.60387039
493,9.073457718,8.54590416
494,8.705816269,8.27783203
495,8.344142914,8.15356445
496,8.462051392,8.20834541
497,8.685721397,8.05408096
498,8.599392891,7.46671295
499,8.478363991,7.00998306
500,8.35880661,6.77435589
501,8.195679665,6.70251846
502,7.814570427,6.81761837
503,7.496800423,6.70664501
504,7.62360096,6.41581059
505,7.432299614,6.14093304
506,7.17984724,5.94631195
507,7.006592274,5.72909355
508,6.874370098,5.41265011
509,6.584447384,5.07679176
510,5.797922611,4.51080608
511,4.970346451,3.65944576
512,4.280191422,2.63146782
513,2.93769145,1.65159607
514,1.58350718,0.677337646
515,0.194402233,-0.38923645
516,-1.201645374,-1.638759136
517,-2.275287867,-3.077054501
518,-3.321983814,-4.546420097
519,-4.46841383,-5.863480091
520,-5.693083763,-7.368818402
521,-6.399113178,-8.712311208
522,-7.121325493,-9.838867664
523,-7.715629578,-10.87139142
524,-8.365832329,-11.53679276
525,-8.925513268,-12.03692198
526,-9.414958954,-12.51301122
527,-9.819896698,-12.96913099
528,-10.16717529,-13.35096693
529,-10.59791279,-13.87313938
530,-10.71845436,-14.34504652
531,-10.44923878,-14.84097195
532,-10.33226013,-15.11437702
533,-10.21632195,-15.19174671
534,-10.53751945,-15.28192663
535,-11.08533287,-15.2125783
536,-11.27707005,-14.98876858
537,-11.24151421,-14.88477993
538,-11.23794937,-14.86288071
539,-11.10016918,-14.8219409
540,-11.06772137,-14.87652493
541,-11.25740337,-14.92371225
542,-11.18985939,-14.79915428
543,-10.82954025,-14.44056845
544,-10.56249332,-14.00090599
545,-10.39238739,-13.62106037
546,-10.09375286,-13.26588106
547,-9.672296524,-12.82243037
548,-9.289897919,-12.45600057
549,-8.845583916,-12.05340934
550,-8.425092697,-11.60683155
551,-8.142100334,-11.18213272
552,-8.034129143,-10.84713137
553,-8.121135712,-10.53473485
554,-8.046738625,-10.15889239
555,-7.890489101,-9.74014163
556,-7.710573196,-9.306560814
557,-7.559497356,-8.928031981
