PacketCounter,Left_Hip,Right_Hip
448,2.968970537,1.476607084
449,0.619212985,2.241549253
450,-1.654424906,2.047336578
451,-3.836894274,1.027342796
452,-5.931720257,-0.196844727
453,-7.830136776,-1.046193004
454,-9.4273386,-1.811104059
455,-10.57250023,-3.055338383
456,-11.20539474,-4.264321327
457,-11.52113724,-4.97908926
458,-11.36283016,-5.106198311
459,-10.72275925,-5.619585991
460,-9.465994835,-7.459683418
461,-7.822602272,-9.611166954
462,-5.242380619,-10.71763039
463,-2.626631975,-11.70450974
464,0.020386836,-13.1723175
465,2.302253246,-14.69854832
466,4.502833843,-16.23886299
467,6.999288082,-18.04084396
468,9.219560623,-19.86807251
469,11.53164101,-21.36871147
470,14.39797783,-22.35526466
471,16.98983192,-22.7675724
472,17.90999794,-23.01068687
473,17.26049614,-23.29993248
474,16.11996078,-23.59416389
475,15.15379047,-23.63620377
476,14.41711712,-23.41751862
477,13.59436512,-23.18968773
478,12.54244709,-23.11329079
479,11.19449711,-23.00509453
480,9.529173851,-22.741642
481,8.030127525,-22.04683495
482,6.774773121,-20.83673286
483,5.795640469,-19.02713203
484,4.764127731,-16.73693466
485,3.142045975,-14.64417362
486,1.223254204,-12.77458382
487,-0.568510771,-11.23124027
488,-2.011505127,-9.916557312
489,-3.333876133,-8.783104897
490,-4.888204098,-8.20553875
491,-6.630886078,-8.03309536
492,-8.418129921,-8.146848679
493,-10.31128311,-8.484715462
494,-12.11198139,-8.634988785
495,-13.89246559,-8.369771004
496,-15.65271187,-7.926548004
497,-17.18151474,-7.586730003
498,-18.56541061,-7.551137924
499,-19.73875427,-7.857720375
500,-20.44470978,-8.439477921
501,-20.4132843,-8.962364197
502,-19.64530945,-8.994905472
503,-18.38229752,-8.580820084
504,-16.80739021,-8.307565689
505,-14.97526169,-8.565034866
506,-12.87289333,-9.358955383
507,-10.53548908,-10.4516716
508,-7.550618172,-12.1163044
509,-4.004325867,-14.44095993
510,-0.62188834,-16.38645554
511,2.699840069,-17.55741882
512,6.468221664,-19.03046799
513,10.7185812,-20.69088936
514,14.65521812,-22.29448509
515,17.74334526,-23.93416405
516,20.21853828,-25.43898582
517,21.99943161,-26.67619705
518,22.58763313,-27.6983242
519,21.73605728,-28.36862755
520,20.51865005,-28.97979927
521,19.32418251,-29.82255554
522,18.53287888,-30.30395889
523,18.49709892,-30.3347187
524,18.3301487,-29.90525627
525,16.83739281,-29.01995087
526,15.31682873,-27.63877678
527,13.31548119,-26.16700745
528,11.198246,-23.88079834
529,9.084434509,-21.06302261
530,6.694105148,-18.12147903
531,4.340428352,-15.30080032
532,2.214041471,-12.51104832
533,0.079367302,-10.03341484
534,-2.010715485,-8.047995567
535,-4.049429893,-6.733374119
536,-5.865477085,-6.067838669
537,-7.362003803,-6.311916828
538,-8.587935448,-7.188535213
539,-9.369815826,-8.032659531
540,-9.72811985,-8.5638237
541,-9.75436306,-9.194777489
542,-9.748073578,-9.684191704
543,-9.594537735,-10.29463291
544,-9.205099106,-11.12323284
545,-8.795705795,-12.04066277
546,-8.222140312,-13.15513897
547,-7.391601086,-14.62153625
548,-5.999464989,-16.37513542
549,-3.897409201,-18.42754936
550,-1.449782133,-20.20036507
551,0.755887926,-21.32099533
552,2.488080502,-22.49281311
553,3.96259141,-24.34823608
554,5.74899435,-26.32826042
555,8.238378525,-27.97188568
556,11.32578278,-29.53338623
557,13.35864353,-31.11382484
558,14.4809351,-32.74358749
559,15.23259449,-34.20816803
560,14.95006657,-34.68180084
561,13.53359509,-33.86663055
562,12.27811337,-32.77642059
563,11.69628525,-31.8338356
564,11.31076717,-30.81459427
565,10.1857748,-29.46537781
566,8.540084839,-26.87926865
567,6.795305729,-23.67014503
568,5.141535759,-20.31132698
569,2.74913764,-16.16473007
570,0.229829147,-11.7580328
571,-2.433772326,-7.455895424
572,-4.772166252,-3.705730677
573,-6.674584389,-0.74943918
574,-8.680179596,1.096569419
575,-10.83546162,2.549283504
576,-12.88430023,3.352052212
577,-14.68530464,3.408453941
578,-16.2208252,3.085057259
579,-17.36178398,2.349662304
580,-18.03544235,1.283922672
581,-18.62837029,-0.271267921
582,-19.08741379,-2.156621695
583,-19.05629921,-3.591331959
584,-18.39846802,-4.278244972
585,-17.00289726,-4.505292416
586,-14.36131001,-6.329158783
587,-10.59560585,-9.466490746
588,-6.781074524,-10.90352917
589,-3.672540188,-11.73056412
590,-1.170800209,-12.99363613
591,1.268231511,-14.44179344
592,3.926403522,-16.1164875
593,6.437096596,-17.84233856
594,8.521902084,-19.43172836
595,9.14809227,-20.67262077
596,8.342639923,-21.68260384
597,7.055190086,-22.33914757
598,6.224139214,-22.34783936
599,5.650193691,-22.08276367
600,4.801013947,-21.9820137
601,3.553900003,-21.55047607
602,2.215859175,-21.24307632
603,0.305532485,-20.86953354
604,-1.848650455,-20.07111549
605,-3.607244968,-18.96437073
606,-4.863643169,-17.78565788
607,-6.108810902,-16.29862022
608,-7.426118851,-14.55836391
609,-8.650733948,-12.54434109
610,-9.936010361,-10.42364693
611,-11.36213684,-8.207827568
612,-12.84180164,-5.614547253
613,-14.27109241,-3.268553019
