PacketCounter,Left_Hip,Right_Hip
599,35.73794174,40.1549263
600,35.47882462,39.61963654
601,35.13424301,38.8716011
602,34.76950455,37.91556168
603,34.35155106,36.6394577
604,33.90561295,35.17853165
605,33.36650467,33.80881882
606,32.71401215,32.62453842
607,31.90005684,31.5457077
608,30.89680862,30.35482979
609,29.65204811,28.89341927
610,28.17572021,27.10924149
611,26.46062469,25.10110855
612,24.60638618,23.10417175
613,22.80236816,21.23894882
614,20.75214386,19.31593513
615,18.23427963,16.92352295
616,15.63346004,13.80354309
617,13.330863,10.13871002
618,11.90546703,6.529417515
619,11.3887291,3.088058233
620,11.32770443,0.040998213
621,10.27683544,-3.118810892
622,9.586928368,-7.717337132
623,5.737059116,-12.25468922
624,1.767985821,-14.69257355
625,7.649400234,-16.09742165
626,10.45342731,-16.35128593
627,13.41176224,-15.18011951
628,14.57610321,-14.37634087
629,12.60445118,-14.39745522
630,8.484226227,-14.49615097
631,6.293393135,-15.42877769
632,8.21013546,-13.89142418
633,10.33457756,-9.812521935
634,10.31809521,-10.32762241
635,12.04981613,-11.7387476
636,11.89422894,-11.40946484
637,13.42130089,-10.42184639
638,14.72806549,-8.604192734
639,14.7074976,-8.137997627
640,14.6984396,-7.715670586
641,15.13536835,-6.745697498
642,15.0461607,-6.79586792
643,14.28100395,-6.970398426
644,13.94165039,-6.684783936
645,13.9765625,-5.471417427
646,14.17564297,-4.921623707
647,14.51830673,-5.126246452
648,14.85900307,-6.308134556
649,15.1101799,-7.451626301
650,15.16236973,-7.266086102
651,15.3583498,-6.095487118
652,15.76443863,-4.721316338
653,16.42305946,-3.507430792
654,17.44239426,-2.364638567
655,18.99876213,-0.992219031
656,20.92314529,0.446032971
657,23.27513504,1.980604649
658,25.59283638,3.602833033
659,28.16061211,5.582104206
660,31.07372475,8.061531067
661,33.67871094,10.80061626
662,35.23144531,13.59573936
663,36.67721558,16.06254578
664,37.63110352,18.34797859
665,37.17922592,19.82110596
666,36.46287918,19.5938797
667,35.57099152,18.02960587
668,33.69612503,16.67220879
669,31.22960854,15.14217567
670,28.47698593,12.6181078
671,25.13446808,9.601633072
672,23.06878853,6.426891327
673,20.30583763,3.792421579
674,17.20809746,1.435370088
675,15.28195953,-1.048858166
676,14.7784853,-2.645226717
677,14.71981049,-2.945583582
678,14.27315617,-3.469143152
679,13.22337246,-4.89368248
680,11.65171146,-6.671543121
681,10.04601097,-7.555451393
682,9.75680542,-7.775055408
683,10.37294006,-7.991580009
684,10.67605209,-7.91031456
685,11.16385174,-7.239290237
686,12.01612186,-6.262089252
687,13.35268211,-5.436061859
688,15.06521225,-4.490605831
689,16.79210472,-3.436314106
690,18.82081604,-2.319103479
691,21.33175468,-0.85281986
692,24.15049553,1.013625026
693,26.94420242,3.168700933
694,30.31346512,5.823055744
695,33.92915726,10.12305546
696,36.73703003,14.05757904
697,39.11479187,16.80278587
698,40.93954468,18.68693161
699,41.94664383,20.57271385
700,42.23793793,21.10321236
701,42.00566483,19.87957764
702,40.66530609,17.89319992
703,38.75018311,16.10517693
704,37.03062057,14.21122837
705,34.99319077,12.31865406
706,32.69542694,11.05535316
707,30.90359116,9.344155312
708,29.23371887,6.162702084
709,27.40003395,2.890751362
710,23.80348969,0.695004165
711,18.96853447,-0.916991353
712,15.72222996,-2.176360369
713,14.2899065,-3.38595891
714,12.55543995,-4.517738819
715,10.71666718,-5.809912205
716,9.178830147,-7.660329819
717,7.141368389,-9.467244148
718,5.5241642,-11.26839447
719,4.56159544,-13.07980347
720,4.259536743,-14.36108398
721,4.247216702,-14.84741974
722,3.890193701,-14.70277119
723,3.85855031,-14.20868874
724,4.437331676,-13.86123562
725,5.382425308,-13.31485081
726,6.459860325,-12.30658436
727,7.895089149,-10.88509941
728,9.858602524,-9.605501175
729,12.06667805,-8.475971222
730,14.37124062,-6.991506577
731,17.00152969,-4.917620659
732,20.10944939,-2.332550287
733,23.64221573,0.394848704
734,27.20202827,3.029658556
735,30.40048218,5.731322289
736,33.56035614,8.457355499
737,36.10810471,10.75892639
738,37.30480194,13.26216507
739,37.49442291,15.58482838
740,36.54945374,16.21030045
741,34.82904053,14.91676998
742,32.61099625,12.52130413
743,30.5306282,9.870708466
744,28.42631531,7.095758915
745,26.04257584,4.662428379
746,23.65346146,2.999301672
747,21.81503677,0.858393073
748,20.37202454,-1.884825945
749,18.39636612,-4.986491203
750,15.32300377,-7.641970158
751,11.45985317,-9.648952484
752,8.607179642,-10.87661552
753,7.714143753,-11.49208164
754,7.050740719,-11.68812561
755,6.417387486,-12.05619144
756,5.838344574,-12.22901726
757,5.027491093,-12.32160664
758,4.241327286,-11.99281788
759,3.615488529,-11.7757082
760,4.515376568,-11.8901186
761,5.853632927,-12.3259182
762,7.195577145,-12.36087799
763,8.453280449,-11.839715
764,10.04921627,-11.13792419
765,11.59717274,-12.41531277
766,12.7661438,-14.07483292
767,14.07484913,-15.11459446
768,15.52289963,-16.47050095
769,16.45635414,-18.24321747
770,16.56855392,-20.14454651
771,16.39354515,-21.87304306
772,16.56476593,-23.5725193
773,16.53375626,-25.17457581
774,15.85877228,-26.04154396
775,13.7048378,-26.64977646
776,10.96124268,-27.53250313
777,8.555560112,-28.40635872
778,6.026580811,-28.90701675
779,4.114213467,-29.0520153
780,1.119827628,-29.06067848
781,-3.42281127,-28.67823029
782,-7.229368687,-27.50491524
783,-9.331956863,-25.47007561
784,-9.629674911,-23.10898209
785,-9.470897675,-20.21757317
786,-9.075862885,-16.50928497
787,-9.627454758,-12.50371075
788,-10.3855772,-9.399663925
789,-10.7056675,-7.160607815
790,-10.42873001,-4.213013172
791,-10.23434639,-2.000745296
792,-8.79637146,-1.948640227
793,-6.912632942,-2.302555561
794,-5.67680788,-2.515026569
795,-4.594977856,-2.999803543
796,-2.818211317,-3.485271454
797,-0.476575106,-4.537868023
798,2.149255037,-6.468237877
799,4.832571507,-8.81757164
800,7.513233662,-11.31637287
801,10.1119194,-13.34061337
802,12.62299061,-14.11852837
803,15.14125919,-14.70747089
804,17.69500351,-15.58599281
805,20.30207825,-17.10913277
806,22.42736626,-18.1470623
807,22.73642349,-18.90884018
808,24.54046822,-19.3101635
809,23.94615173,-19.57452393
810,22.36423302,-19.99040604
811,21.16334152,-19.56947327
812,19.40135765,-18.41222954
813,17.07474899,-16.45254707
814,14.85831547,-14.17350578
815,12.41005325,-11.52514839
816,8.877558708,-8.745040894
817,5.2200737,-5.461562157
818,3.371551991,-1.663101077
819,3.508532286,2.631896973
820,3.432375193,5.632854462
821,2.598181725,8.549889565
822,1.496395588,11.12036419
823,0.881809652,12.46510792
824,1.166875124,12.40260983
825,1.884970427,11.76527786
826,2.212351084,9.891749382
827,3.17779088,6.568278313
828,5.159990788,3.735721111
829,8.348851204,0.374502659
830,11.91174126,-2.720201969
831,15.60030556,-5.967518806
832,19.6766777,-7.595008373
833,23.79979134,-7.446011066
834,27.65058327,-7.243512154
835,30.8688221,-8.041671753
836,33.64234161,-9.488070488
837,36.07589722,-10.86393356
838,36.50955963,-11.61090279
839,34.15260696,-11.78061867
840,31.24077606,-11.59967136
841,28.61691666,-10.87164021
842,25.16042709,-9.428315163
843,21.74549103,-6.892159939
844,18.16289139,-3.759202003
845,15.22812748,-0.938280284
846,14.98786831,1.344807625
847,14.58078098,3.803048849
848,14.69577408,7.253358841
849,14.35617161,10.05316639
850,13.64627552,11.27103043
851,13.12609673,11.64312744
852,12.58874607,11.85917473
853,12.84091759,12.05884361
854,13.37085915,11.24235725
855,13.07091427,9.064015388
856,12.97143459,6.887881279
857,13.14399147,5.672922134
858,13.36898708,3.429440737
859,13.6656189,-0.424049348
860,14.51216412,-4.550635338
861,15.67738247,-6.331609249
862,17.09366608,-6.18178463
863,17.85735893,-7.550271988
864,17.61749458,-10.57009411
865,17.06946564,-13.95948696
866,16.41199875,-16.25698853
867,17.83104897,-17.96613312
868,16.73185158,-19.13425255
869,13.31458569,-19.7060051
870,10.76560974,-19.60419846
871,8.916452408,-19.28898811
872,7.255088329,-18.90771294
873,6.301900387,-18.42265129
874,3.920969248,-17.81458092
875,1.076479197,-15.95116234
876,0.956820607,-13.31246662
877,1.032323003,-10.15826893
878,1.102411866,-6.87279129
879,1.946874976,-3.717801809
880,2.704856634,-1.366930723
881,2.453052521,0.011334699
882,2.22643733,1.432595253
883,3.32755065,2.188461781
884,4.48922348,2.663798332
885,5.505531311,1.902864695
886,6.032327652,1.031900167
887,6.387671947,0.577426255
888,7.056724548,-1.153522849
889,8.298530579,-4.242612839
890,10.3070879,-7.169993877
891,12.82361698,-8.430753708
892,14.11123848,-8.460317612
893,14.73454189,-8.788994789
894,15.44975281,-10.3809042
895,16.79047585,-12.55460167
896,17.14739227,-13.91588688
897,16.72804642,-14.28113365
898,16.53201866,-14.35858059
899,15.54540825,-13.90576172
900,14.45330715,-12.96256924
901,13.02451038,-10.99203014
902,10.73016453,-8.124066353
903,8.039872169,-5.227282524
904,6.22202158,-2.701605797
905,5.564496994,0.78102988
906,5.149702072,4.149621964
907,4.33114624,7.257669449
908,3.068838835,10.53220749
909,2.151479244,13.20629597
910,1.988623857,14.23002529
911,2.15510416,13.9825058
912,2.570865154,12.48760605
913,3.837544441,9.509885788
914,5.946418762,6.903517723
915,8.344587326,5.510588169
916,11.675107,3.839903831
917,15.02716064,-0.69704181
918,18.78494835,-3.759649992
919,23.13537216,-4.654084206
920,26.61491585,-4.724769115
921,29.38842583,-5.052659035
922,31.86231995,-5.844520569
923,33.70452881,-6.583648682
924,34.59561157,-7.800228119
925,34.73706436,-8.433242798
926,32.88049316,-7.948888779
927,30.47193909,-6.732980728
928,27.360075,-5.123992443
929,24.07520485,-2.568196535
930,20.69815445,-0.044681396
931,18.15555382,2.226224899
932,16.42193031,4.223068237
933,15.11514378,6.093280792
934,15.00623322,9.411809921
935,15.12887764,12.44784737
936,14.60391808,13.97415352
937,13.06078815,14.3520174
938,12.19490719,14.49229717
939,12.69505692,14.48288536
940,13.36128998,13.45364094
941,13.32235241,11.49620533
942,13.54058075,9.59287262
943,14.10510921,8.358172417
944,14.52025509,5.828732967
945,14.69556522,2.345537901
946,15.15279865,-0.704041958
947,16.45619774,-3.44595027
948,17.9615097,-4.325596333
949,18.69868851,-4.899627686
950,19.28437614,-6.945295811
951,19.55230713,-9.942204475
952,19.52595329,-12.7191124
953,20.55737114,-15.38043213
954,20.02477646,-17.28517723
955,17.14661789,-18.52169991
956,14.47391415,-18.6866436
957,12.61184216,-18.44047356
958,10.75552368,-17.82811356
959,9.051053047,-16.55033493
960,7.685614109,-15.25029087
961,4.443686962,-14.32151222
962,3.572705984,-13.16195869
963,3.524413824,-10.16359138
964,3.760401249,-5.34506321
965,4.574460983,-0.436161339
966,5.568492889,2.726165771
967,5.452187061,3.983870506
968,4.784506798,5.167996883
969,4.710981369,6.332120895
970,4.939669132,6.420241833
971,5.915353298,5.861189365
972,7.256854057,5.096353054
973,8.151547432,4.452848434
974,8.667808533,3.1323874
975,10.08720303,0.232472956
976,11.54137707,-3.173734188
977,13.22712326,-5.833252907
978,15.31663799,-7.144190788
979,17.24594116,-7.055204391
980,18.34670639,-7.167720795
981,18.36585617,-8.798157692
982,18.48295784,-10.78098965
983,17.91800308,-12.20059586
984,17.07525063,-13.13402653
985,16.8294735,-13.6310339
986,15.69918633,-13.76709557
987,14.75227261,-13.50216675
988,13.27796936,-12.44985771
989,10.8185463,-10.30544376
990,8.360154152,-7.333067894
991,6.673183918,-3.921338797
992,5.309029102,-0.513504803
993,4.508421898,2.725399494
994,3.531647205,5.555449963
995,2.405987263,8.427894592
996,1.517035961,10.88742352
997,1.193998456,12.23006248
998,1.027691245,12.83578777
999,0.924884439,12.08058548
1000,1.64726305,9.095955849
1001,3.109556198,5.642230988
1002,5.051063061,3.160090208
1003,7.801342487,0.394029468
1004,11.2425251,-2.679410458
1005,14.84237194,-7.338812828
1006,18.58061218,-8.787438393
1007,22.52525139,-7.781125069
1008,25.37916183,-6.970129967
1009,28.24684906,-7.269189358
1010,30.51424217,-8.035923958
1011,31.44103432,-9.288655281
1012,32.18474579,-10.52298164
1013,31.1762867,-10.42321014
1014,28.81263733,-10.05892086
1015,25.32629776,-9.102751732
1016,21.7667675,-7.263217926
1017,18.87407684,-5.013607502
1018,15.94777107,-2.309307098
1019,13.94827271,0.967072606
1020,12.42220879,3.340136528
1021,12.38284016,5.366716385
1022,11.34261227,7.525845051
1023,10.83689976,9.206599236
1024,9.906362534,10.56338787
1025,9.379463196,11.38648224
1026,9.899078369,11.63490486
1027,10.69148636,10.72182274
1028,10.90143681,9.691817284
1029,10.7864151,7.146279812
1030,11.05885887,4.175474167
1031,11.58406162,2.457588673
1032,12.3571291,0.396735579
1033,13.74479771,-2.523077011
1034,15.27078724,-5.041449547
1035,17.52137947,-6.710546017
1036,19.41942406,-7.857576847
1037,20.2643795,-8.939287186
1038,20.47367668,-10.8550272
