PacketCounter,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
799,9.083107948,-0.531315386,4.598665237,15.93820858,61.18650818,8.004332542
800,9.079667091,0.091125943,4.690639496,12.35980415,61.06917953,9.624637604
801,9.253773689,-0.278164119,5.048539162,6.065092564,58.75243378,9.78283596
802,9.259350777,-0.923324168,5.42178297,1.85853827,58.7332077,9.287709236
803,9.258419991,-1.18358469,5.622052193,7.379290581,56.57326508,7.266682625
804,9.126358986,-0.888147712,5.869159222,15.27972794,50.62495804,6.689270496
805,9.044008255,-0.484855652,6.079968929,18.13677979,44.7641716,8.409379005
806,9.028985023,-0.655557513,6.023015022,15.22559834,38.30922699,9.713542938
807,9.167995453,-1.41915834,6.037004471,12.37155533,39.84813309,7.516484261
808,9.806541443,-1.377007604,5.939605236,17.28835297,43.40914154,2.786331177
809,9.704278946,-1.055905819,5.845517635,21.94037437,46.98189545,-1.419392467
810,9.4405756,-0.817851305,5.764477253,26.89456367,44.7745285,-4.268692493
811,9.2771492,-0.618484557,5.99519062,33.40268707,35.95889664,-8.355512619
812,9.552520752,-0.522308648,6.414114952,43.66797256,24.95644951,-12.43807983
813,10.09473801,-0.462526828,6.292843819,46.84646988,17.58724976,-11.78472233
814,10.40943336,-0.123485371,5.796339512,40.48963928,11.05696011,-10.01797962
815,10.7580862,0.090602189,5.210868835,31.87227631,4.228532791,-10.48143101
816,10.949296,0.054925777,4.488820553,35.38203049,2.594578981,-11.28419685
817,11.63658047,0.531150639,4.167921066,37.18312454,9.20152092,-9.371442795
818,12.21919537,1.415566683,4.095113277,16.69208527,18.66005135,-4.241856575
819,12.04953575,1.598029137,3.696739435,2.818051338,26.79678917,0.515911579
820,11.65322208,0.343524426,3.974118233,-5.395835876,42.14241028,0.865836382
821,12.01711369,-0.263038516,3.981819391,-13.31466103,51.15779114,1.453003287
822,12.37536144,0.198082268,4.278167725,-13.59425068,52.67994308,4.524012566
823,12.54292965,0.394933403,4.14281702,-13.45569038,56.1519928,6.002363205
824,12.53050995,0.066132344,3.574528456,-8.710116386,58.44488525,5.374948978
825,12.50564671,-0.23795858,3.002417326,-3.243161917,61.33916855,2.748401403
826,12.4650135,0.064239703,2.630296946,3.476127386,74.22621155,1.548349738
827,12.62740231,0.72561419,2.471908092,4.480979919,71.9493866,6.599662781
828,12.66281128,0.50019449,2.697189808,4.911723614,69.00830078,10.77211189
829,12.25653648,0.666119158,2.306738615,-1.340602398,64.94660187,14.86689854
830,12.25288296,1.223994374,2.421095133,-4.861363888,65.69447327,17.48575783
